dia,realizada,garch,bnn
390,1.2200232967734337,1.2840666249394417,1.2976367957890034
391,1.064890269190073,1.2854576855897903,1.3067795895040035
392,1.1400500498712063,1.2700776942074299,1.298329830169678
393,1.216295063495636,1.263030283153057,1.2989482656121254
394,1.3794875890016556,1.2632687762379646,1.2887566164135933
395,1.3822306878864767,1.2797482497990131,1.2834393978118899
396,1.3837844692170622,1.2950734049081802,1.2693187780678274
397,1.3341772928833961,1.3093085773289204,1.274187657982111
398,1.4132330752909181,1.317477934062481,1.2919077277183533
399,1.2293167784810066,1.3355065882205963,1.2920162081718447
400,1.4749530330300331,1.3335414975881577,1.287465784698725
401,1.5489216707646847,1.359051689505577,1.2948617525398731
402,1.7288430593907833,1.3878977112472057,1.2993196584284308
403,1.5512296557426453,1.430653277784586,1.3001863099634647
404,1.561942808330059,1.4517824724316597,1.3156717643141747
405,1.318867951631546,1.472615897655487,1.3403346575796604
406,1.393919624388218,1.4647423848509789,1.3611183501780033
407,1.2965026311576369,1.4647793024778366,1.3634806498885155
408,1.3059418275952341,1.4545009657740593,1.3494814187288284
409,1.292337328195572,1.4456995576620102,1.3401351496577265
410,1.3076386600732803,1.4360992237925532,1.340535804629326
411,1.1690031923353672,1.4281155169010162,1.3431131653487682
412,1.1847073957324028,1.4093014039099216,1.3589082099497318
413,1.1782699637115004,1.3939370028674603,1.35883379727602
414,1.2420730851590633,1.3791887648403647,1.3622459210455418
415,1.2267107516527176,1.370373945683241,1.3488116674125195
416,1.2948543764650822,1.3615718856453896,1.3476199842989445
417,1.2094712816178799,1.3583487644791603,1.350954994559288
418,1.2293431349098685,1.3486094772815707,1.3557509519159796
419,1.1544174328446388,1.3406015746295452,1.3448904827237131
420,1.2402743101119995,1.3277453556656837,1.351084504276514
421,1.1614993959665298,1.3224773667752743,1.3340125419199467
422,1.1739013157784939,1.3118440844118595,1.31366727873683
423,1.1559309996664524,1.3022623769938946,1.3119883835315707
424,1.1603231355547907,1.2922694720327854,1.3254582695662975
425,1.2499897368252277,1.2835652008652687,1.359518840909004
426,1.2452400475740433,1.2879985570907593,1.351729892194271
427,1.4591903053224087,1.2916622683405878,1.3599470257759094
428,1.454686727374792,1.3221968337893486,1.3550204224884512
429,1.4795184321701527,1.350258756428957,1.3517997413873672
430,1.4585404284298422,1.3774574361741543,1.3283993490040304
