dia,bnn,garch,buyhold
6471,3.200000129293635,3.1110324940338034,5.5529471263678065
6472,3.2378126224338883,3.132932375677413,5.620322914619565
6473,3.2378126224338883,3.159069475467254,5.700175114177117
6474,3.2378126224338883,3.153799222645295,5.684083040290036
6475,3.2378126224338883,3.1409679588498474,5.646213430732572
6476,3.2378126224338883,3.171538082172865,5.7345116105272975
6477,3.2356024876360845,3.1700149701436215,5.73005394433119
6478,3.230552942090663,3.1667275492749116,5.720738331709122
6479,3.226882268784982,3.1641523060018604,5.713658627845736
6480,3.213236155351378,3.155057370361749,5.689383047037185
6481,3.281141631760987,3.2013635471938424,5.810513639894153
6482,3.278738913082995,3.1998991823858924,5.806414473836568
6483,3.3324223367781625,3.236809227840662,5.90699532661035
6484,3.346088472389575,3.2451333588175153,5.930443392061557
6485,3.3521244136417225,3.2491879466881053,5.94156700444238
6486,3.328964953222633,3.2330520539519014,5.898563160758211
6487,3.336127468919773,3.238146368377643,5.91195031066779
6488,3.29495605148117,3.208326233945912,5.835686144921452
6489,3.223118984757088,3.160143840075714,5.710802082569046
6490,3.223118984757088,3.1555761855641733,5.698022091728658
6491,3.223118984757088,3.161686365686517,5.714638438374707
6492,3.270472451718,3.1920391213188744,5.795166868926635
6493,3.171169657495159,3.1191639327934073,5.599938947156824
6494,3.1501705464163643,3.1075483607778844,5.562607761679584
6495,3.1501705464163643,3.0878400888126634,5.501262457900837
6496,3.1501705464163643,3.0737815882386283,5.458258951152889
6497,3.1501705464163643,3.0792577884138757,5.4746131614194535
6498,3.116884635473884,3.0588937007311534,5.415834974704056
6499,3.104754734878052,3.051119630477466,5.393656821867597
6500,3.104754734878052,3.0866868420682394,5.492581970054253
6501,3.1241184887248026,3.099312408798629,5.528891901847411
6502,3.1241184887248026,3.129291886978406,5.613326097066404
6503,3.1241184887248026,3.15006768903466,5.672739071621064
6504,2.993077042252552,3.062745483968011,5.42746904545881
6505,3.0022476628880486,3.0678056773575375,5.4458519487085
6506,3.0022476628880486,3.0501233726614903,5.384217216716414
6507,3.0022476628880486,3.038740355328797,5.34554704669924
6508,3.0022476628880486,3.0498672248693857,5.3822020011821055
6509,3.0022476628880486,3.030836201138498,5.3215332653339535
6510,2.954285316359562,3.001633576183968,5.230447275251503
6511,2.954285316359562,2.987584681844494,5.186367257279325
6512,2.954285316359562,2.9582390152400175,5.096992566260369
6513,2.924313405540369,2.9410669277228285,5.044286981045534
6514,2.924313405540369,2.9375103414739865,5.03359127766464
6515,2.924313405540369,2.9714645408238693,5.132612789610334
6516,2.924313405540369,2.9351872431875803,5.024178964347311
6517,2.924313405540369,2.9106274767101716,4.948481188387492
6518,2.924313405540369,2.9520835653834885,5.076567155642514
6519,2.924313405540369,2.9991759001157283,5.231827366010327
6520,2.924313405540369,2.9962136597659064,5.221269806479804
6521,2.924313405540369,2.9805509067960605,5.167777475190298
6522,2.924313405540369,2.936735559107684,5.023061009967971
6523,2.924313405540369,2.9259632151421027,4.985425908019915
6524,2.924313405540369,2.916317401045208,4.952925040198562
6525,2.924313405540369,2.911305227934652,4.9366260874721455
6526,2.924313405540369,2.95197880449142,5.064808755422426
6527,2.862057357786388,2.9157483964570856,4.944961889565245
6528,2.862057357786388,2.9539134032215926,5.075904739033175
6529,2.862057357786388,2.9700597618025277,5.1339099940589366
6530,2.862057357786388,2.9602733286898357,5.0996560470827585
6531,2.862057357786388,2.9482467485921457,5.059109142317866
6532,2.862057357786388,2.9847909893628786,5.179135595180529
6533,2.862057357786388,3.002814796916071,5.240673963413576
6534,2.862057357786388,3.0281818993168463,5.325922196541094
6535,2.862057357786388,3.01642848741668,5.286575795529544
6536,2.862057357786388,3.006502434213898,5.254419613461677
6537,2.862057357786388,3.0475356106405194,5.383816936486558
6538,2.862057357786388,3.035418807492011,5.343683789400337
6539,2.862057357786388,3.0285908213977413,5.3217681098795815
6540,2.862057357786388,2.9854443895349854,5.188713344182083
6541,2.8360650444837794,2.9685672289551146,5.133785664593604
6542,2.8360650444837794,2.9904769640469593,5.203701278074859
6543,2.8360650444837794,3.0062675069440887,5.253729568082265
6544,2.8360650444837794,3.015746186679469,5.283139383017518
6545,2.8360650444837794,2.9791129249977883,5.173366910150783
6546,2.8360650444837794,3.0705220749003286,5.460149837221863
6547,2.8360650444837794,3.0824364561053703,5.510605699292976
6548,2.8360650444837794,3.0703697396729512,5.4613641553602434
6549,2.8360650444837794,3.0824422055621548,5.508949657769632
6550,2.8360650444837794,3.0704944654463873,5.46348954903863
6551,2.8360650444837794,3.065896014350368,5.446611066013098
6552,2.8360650444837794,3.0732302555618527,5.4725292108961785
6553,2.8360650444837794,3.066990657008087,5.4512756110485405
6554,2.8727003800879545,3.089461363655523,5.525303868036197
6555,2.8883529322063195,3.0994646523594693,5.55798432286303
6556,2.8876006607220512,3.098967982021244,5.556411167649906
6557,2.8876006607220512,3.0708079846674448,5.470596881672089
6558,2.883670160345043,3.06796401013152,5.4618884281192095
6559,2.883670160345043,3.1247300949801127,5.630922254241419
6560,2.8814111488939527,3.123265014015945,5.6260366790453835
6561,2.8814111488939527,3.1211729385842606,5.61931547532052
6562,2.8814111488939527,3.0886166136314417,5.518762251316814
6563,2.8424945474925587,3.0632329135069303,5.43929651760408
6564,2.8424945474925587,3.0599854559898234,5.429166530137265
6565,2.8424945474925587,3.0735190575166595,5.470003536987936
6566,2.823236319683501,3.0598524289916544,5.429801317976529
6567,2.823236319683501,3.08675557181855,5.507335059401396
6568,2.84375876741299,3.1005966598127745,5.547481683936435
6569,2.84375876741299,3.0887483546673975,5.513904304890852
6570,2.84375876741299,3.0388735162202622,5.376488573692505
6571,2.8124403221898686,3.018889145044573,5.316606583919025
6572,2.8124403221898686,3.002667191363307,5.268717165038821
6573,2.8124403221898686,3.0045545450505395,5.274182607470193
6574,2.8124403221898686,3.032451120239297,5.352599121792551
6575,2.7751928556205834,3.005119079876616,5.275244967373165
6576,2.7751928556205834,3.0159643327269565,5.306200645687689
6577,2.7751928556205834,3.0082351890565144,5.284712538230641
6578,2.7452333220572545,2.9846973900763025,5.221186920169581
6579,2.79288033833508,3.0183652669350596,5.312355796562254
6580,2.7859414644046905,3.0135203679959432,5.298858468508598
6581,2.7859414644046905,3.0056770111139723,5.27766012620111
6582,2.8050364880824334,3.0207686202558537,5.317448250597625
