dia,epistemica,aleatoria
286,0.0008234453,0.011620231
287,0.0010222129,0.011199249
288,0.0011448755,0.01333398
289,0.0010493996,0.012540734
290,0.00093036814,0.010663715
291,0.0010329972,0.012147071
292,0.0007320518,0.011383055
293,0.00070032995,0.010265825
294,0.0008728192,0.011138144
295,0.00067731837,0.009867825
296,0.00066358113,0.01079744
297,0.0015813094,0.012638185
298,0.0013207371,0.012943686
299,0.00092011597,0.012393089
300,0.0012401447,0.013313491
301,0.0010701107,0.011924377
302,0.00090033654,0.012338908
303,0.001064093,0.011835489
304,0.00077910256,0.011597359
305,0.0008637363,0.011797951
306,0.0008395396,0.012144366
307,0.0010090391,0.012748244
308,0.00077035103,0.011119229
309,0.0007374605,0.010957558
310,0.00074843835,0.01185232
311,0.0009163768,0.011934435
312,0.0010890737,0.010923382
313,0.0009070204,0.011936317
314,0.00089120213,0.012359924
315,0.000833096,0.011424376
316,0.0007856922,0.010696894
317,0.0011300964,0.011905886
318,0.00089617085,0.011687361
319,0.0015170578,0.013916908
320,0.00074191974,0.010122365
321,0.00063658104,0.010067701
322,0.0008330434,0.010470731
323,0.00064861344,0.009965193
324,0.0008416058,0.010810133
325,0.0007717249,0.010567869
326,0.0008476208,0.009850669
327,0.0005864549,0.009704294
328,0.00061256444,0.009270915
329,0.00058486,0.009485292
330,0.0006604057,0.010458664
331,0.0006222284,0.009733029
332,0.0005839849,0.009176173
333,0.0005755446,0.008898652
334,0.00066903967,0.0096432725
335,0.0010939139,0.0108928
336,0.0007581017,0.009573967
337,0.00069410447,0.009876147
338,0.0007679196,0.0096211005
339,0.00072783657,0.009863814
340,0.0008038459,0.009763013
341,0.00081092573,0.009703749
342,0.00064048223,0.009518325
343,0.0006260662,0.009355961
344,0.00062731456,0.009512215
345,0.0006340749,0.008889862
346,0.00064008834,0.009575784
347,0.00059272785,0.009145999
348,0.00064577436,0.009611829
349,0.00061961036,0.009362519
350,0.0006053593,0.009487574
351,0.00058487453,0.009132937
352,0.00060037617,0.009150652
353,0.0005926837,0.009259745
354,0.0005945445,0.009288424
355,0.00064559386,0.009276262
356,0.0005950416,0.009462901
357,0.0008883597,0.009630851
358,0.0007697203,0.009361942
359,0.0006108206,0.009423174
360,0.0006333937,0.009561156
361,0.00060708524,0.009540697
362,0.00062605756,0.009115601
363,0.0005712686,0.009284763
364,0.00054967083,0.008986205
365,0.0005574398,0.00935517
366,0.00055110286,0.009638922
367,0.00055171736,0.009028723
368,0.0005436456,0.009192292
369,0.00052794983,0.009004624
370,0.0012776796,0.012348098
371,0.000652526,0.009767458
372,0.0007710429,0.010142764
373,0.0008054767,0.010099343
374,0.0007165269,0.009961644
375,0.00065355777,0.010983912
376,0.00054055033,0.010135589
377,0.0005767862,0.010143561
378,0.000688667,0.009683983
379,0.0006746051,0.010329381
380,0.0006725051,0.011594318
381,0.0005021989,0.010272566
382,0.0006348051,0.01065829
383,0.00064686115,0.009977408
384,0.00052780926,0.010077021
385,0.0006374686,0.010202088
386,0.0005450768,0.010142547
387,0.000581027,0.009727134
388,0.0005819763,0.009798719
389,0.0007109089,0.010081115
390,0.00061131426,0.009716139
391,0.00072011596,0.010544495
392,0.00061037665,0.0099754315
393,0.0008378634,0.010514541
394,0.00065640436,0.009436977
395,0.0006505547,0.009764053
396,0.00061115384,0.009751296
397,0.0006053271,0.009570397
398,0.0006687655,0.009424811
399,0.00071908283,0.009806342
400,0.0007583124,0.011161935
401,0.0006099047,0.009759523
402,0.00062915566,0.009231118
403,0.0008187073,0.009989867
404,0.00066559657,0.010147964
405,0.0008864048,0.011235876
406,0.000882877,0.0109803025
407,0.0010168743,0.011156918
408,0.0009018226,0.011655554
409,0.0007299534,0.010333633
410,0.00093172083,0.010124104
411,0.0006604575,0.010233464
412,0.0008383083,0.011184281
413,0.0011943755,0.011879895
414,0.000977704,0.011613813
415,0.0006674008,0.0101109715
416,0.00084965286,0.010505888
417,0.0006309255,0.010111887
418,0.00084506266,0.011769537
419,0.0011568388,0.011897782
420,0.0007449838,0.010487704
421,0.0007038517,0.009662399
422,0.0007400224,0.01059992
423,0.00070209627,0.010382924
424,0.0006744394,0.010237373
425,0.0007474397,0.010355774
426,0.0008593862,0.010713074
427,0.0014232711,0.013492888
428,0.00073246344,0.00978145
429,0.00097089494,0.010895748
430,0.0008433356,0.009976006
431,0.0012441266,0.010471639
432,0.0010160281,0.011469593
433,0.0006670988,0.009966541
434,0.0009858181,0.0102757085
